1,180403503,0.0
1,247957987,0.0
1,247957988,0.0
1,262565580,0.0
1,264515720,0.0
1,266481949,0.0
1,271949508,0.0
1,271949545,0.0
1,282686481,0.0
1,282686484,0.0
1,282686485,0.0
1,282686488,0.0
1,290128614,0.0
1,294654828,0.0
1,294654831,0.0
1,296639103,0.0
1,298009920,0.0
1,309114626,0.0
1,311877300,0.0
1,311877304,0.0
1,313349031,0.0
1,317291386,0.0
1,317930333,0.0
1,332117344,0.0
1,332117740,0.0
1,333205608,0.0
1,333726500,0.0
1,338463558,0.0
1,338472530,0.0
1,338472551,0.0
1,338505169,0.0
1,338505258,0.0
1,338507307,0.0
1,338507460,0.0
1,338952744,0.0
1,345877690,0.0
1,345879196,0.0
1,348018690,0.0
1,348862855,0.0
1,348863128,0.0
1,348904266,0.0
1,348905523,0.0
1,366999013,0.0
1,367735472,0.0
1,370946839,0.0
1,372519264,0.0
1,372519332,0.0
1,372519364,0.0
1,372519414,0.0
1,382513039,0.0
1,383980823,0.0
1,384568856,0.0
1,384759682,0.0
1,384759684,0.0
1,388320891,0.0
1,391020075,0.0
1,401529142,0.0
1,401529148,0.0
1,430439300,0.0
1,441698041,0.0
1,447872928,0.0
1,447875724,0.0
1,452226172,0.0
1,452239272,0.0
1,452239788,0.0
1,452240116,0.0
1,452416571,0.0
1,452417445,0.0
1,452445966,0.0
1,452445968,0.0
1,454212877,0.0
1,456214655,0.0
1,456261144,0.0
1,456261147,0.0
1,462025223,0.0
1,462025319,0.0
1,466926254,0.0
1,475974424,0.0
1,475978442,0.0
1,478091492,0.0
1,502151317,0.0
1,506308893,0.0
1,534970046,0.0
1,537769562,0.0
1,538090951,0.0
1,540705941,0.0
1,540705964,0.0
1,544460890,0.0
1,544460892,0.0
1,544504502,0.0
1,544504825,0.0
1,549246683,0.0
1,551888289,0.0
1,552235874,0.0
1,553311934,0.0
1,558809531,0.0
1,559348481,0.0
1,559522541,0.0
1,565439071,0.0
1,566144426,0.0
1,566662048,0.0
1,581005278,0.0
1,581959113,0.0
1,582632318,0.0
1,582769226,0.0
1,584462453,0.0
1,584514541,0.0
1,584516650,0.0
1,587746213,0.0
1,587754447,0.0
1,587754458,0.0
1,587757716,0.0
1,587759520,0.0
1,587760188,0.0
1,587761436,0.0
1,587761906,0.0
1,587764588,0.0
1,587768723,0.0
1,587787640,0.0
1,588011389,0.0
1,588012093,0.0
1,588490958,0.0
1,588513517,0.0
1,593527479,0.0
1,593553140,0.0
1,593555885,0.0
1,595295921,0.0
1,595303064,0.0
1,595303504,0.0
1,595304596,0.0
1,595305035,0.0
1,597287600,0.0
1,597298405,0.0
1,597316522,0.0
1,601701465,0.0
1,603089672,0.0
1,603112260,0.0
1,603128638,0.0
1,603129088,0.0
1,603129378,0.0
1,603756842,0.0
1,622535978,0.0
1,622537358,0.0
1,622538518,0.0
1,622552061,0.0
1,622552385,0.0
1,622553492,0.0
1,623251044,0.0
1,623366167,0.0
1,623372312,0.0
1,623406151,0.0
1,623502284,0.0
1,623981038,0.0
1,624037240,0.0
1,624037673,0.0
1,624038350,0.0
1,624040756,0.0
1,624041676,0.0
1,624043050,0.0
1,624047506,0.0
1,624049738,0.0
1,624052552,0.0
1,624055411,0.0
1,624056268,0.0
1,624057907,0.0
1,624061059,0.0
1,624064568,0.0
1,639111707,0.0
1,639113854,0.0
1,639118129,0.0
1,639122288,0.0
1,639128481,0.0
1,639131784,0.0
1,639133121,0.0
1,639133708,0.0
1,639169265,0.0
1,639179083,0.0
1,639179303,0.0
1,639179676,0.0
1,639186392,0.0
1,647044826,0.0
1,647046717,0.0
1,648542003,0.0
1,654582423,0.0
1,655306919,0.0
1,659653086,0.0
1,659653200,0.0
1,661151610,0.0
1,661152752,0.0
1,668388909,0.0
1,670481683,0.0
1,670483444,0.0
1,670648936,0.0
