1,469779385,1.735913
1,566313869,1.5111082
1,2881796422,1.483972
1,1688804350,1.3182662
1,917118646,1.2934198
1,469760298,1.264087
1,469773316,1.258014
1,2870216805,1.2008653
1,469780789,1.0
1,469778395,1.0
2,469760118,1.8872344
2,917118646,1.6704807
2,469773316,1.6363319
2,469763770,1.5164111
2,3663775219,1.5067377
2,469760120,1.1127656
2,300952634,1.0925246
2,3663775223,1.0134755
2,699796655,1.0
2,469778773,1.0
3,469760118,1.61887
3,469779385,1.5873827
3,469773316,1.4515107
3,469760298,1.4126173
3,566313869,1.3938085
3,3651141677,1.23774
3,2881796422,1.0969785
3,1896240103,1.0267056
3,469780862,1.0
3,469782066,1.0
5,469779385,1.7437216
5,1448499908,1.657717
5,566313869,1.3863546
5,469760120,1.3823438
5,2881796422,1.3819233
5,469766043,1.342283
5,469773316,1.3090383
5,469760118,1.293532
5,469760298,1.2562784
5,2870216805,1.0824094
6,469760118,1.5940355
6,469760298,1.5886991
6,469763770,1.5635885
6,3663775219,1.4340578
6,469779385,1.4113009
6,469760120,1.4059645
6,3663815572,1.1318843
6,3651141677,1.1318843
6,300952634,1.071517
6,1896240103,1.0399786
7,3663775219,1.6344601
7,469766043,1.5735257
7,469763770,1.4674864
7,1448499908,1.4264743
7,300952634,1.3097779
7,3663775223,1.2689203
7,1305155072,1.0650272
7,469782031,1.0
7,469780751,1.0
7,469781200,1.0
8,3663775219,1.4965959
8,469760120,1.4480008
8,3868135066,1.3864659
8,469763770,1.35297
8,1305155072,1.2940599
8,469760118,1.1693351
8,2870216805,1.0786561
8,306036143,1.0145284
8,3663815572,1.0068082
8,469780997,1.0
9,469760298,1.8819348
9,3663775219,1.5767204
9,469773316,1.5737755
9,1448499908,1.5111614
9,469766043,1.4888386
9,3663775223,1.1534407
9,566313869,1.129288
9,469779385,1.1180652
9,469781005,1.0
9,469777322,1.0
10,469760120,1.6221164
10,2870216805,1.244233
10,469759931,1.0
10,469759927,1.0
10,469760090,1.0
10,469759929,1.0
10,469780056,1.0
10,469759926,1.0
10,469759928,1.0
10,469759925,1.0
