130470;52.5407146;-1.8440061
130485;52.5404337;-1.8472121
130487;52.53714;-1.8410081
130489;52.5369921;-1.8452525
130524;52.5637907;-1.88023
130534;52.5678809;-1.8820808
130573;52.5366448;-1.8359672
130627;52.5171162;-1.8083351
130628;52.517207;-1.8086493
130658;52.5126738;-1.8034682
130664;52.5104364;-1.7971455
130667;52.51215;-1.7510667
130698;52.4847723;-1.7249598
130795;52.4456012;-2.0175848
130876;52.5524017;-1.9370389
130893;52.550329;-1.9359737
130894;52.5503055;-1.9358371
130900;52.5446314;-1.9313578
130901;52.5445438;-1.9316416
130902;52.5472689;-1.9347427
130903;52.5472067;-1.934424
133639;52.5341346;-1.8428508
133650;52.5355233;-1.8408682
133658;52.5349121;-1.8390381
133686;52.5282516;-1.8415377
133687;52.5310744;-1.847034
133711;52.5271704;-1.8365659
133713;52.5259641;-1.8367344
139732;52.5400097;-1.8262599
200538;52.5524083;-1.8213887
200623;52.5582631;-1.8267945
200646;52.5476427;-1.8167124
200669;52.5464473;-1.8231207
200758;52.5501046;-1.8142935
200781;52.5464113;-1.8067746
200792;52.5478208;-1.8059044
200861;52.5452775;-1.8024065
201316;52.5417175;-1.8001505
201541;52.5561573;-1.800247
201863;52.5618607;-1.8478118
201868;52.5641543;-1.8357014
201870;52.5640881;-1.8355376
202358;52.5618683;-1.8190534
202363;52.5622804;-1.8165253
202672;52.5602409;-1.8120603
202847;52.5140956;-1.7907503
202851;52.5151061;-1.7902285
203240;52.5196806;-1.841931
203247;52.518106;-1.8283712
203249;52.5190523;-1.8252967
203271;52.5280089;-1.8236267
203277;52.5124071;-1.8523205
203309;52.5344983;-1.834301
203346;52.5362813;-1.8228327
203370;52.5281028;-1.8357936
203376;52.5263879;-1.82866
203451;52.5057334;-1.8795628
203469;52.489072;-1.890178
203499;52.483964;-1.9012795
203511;52.4842754;-1.9011393
203541;52.4671267;-1.9011951
203591;52.4382032;-1.941846
203608;52.432006;-1.9483596
203637;52.55417;-1.8278941
203666;52.5213103;-1.845027
203670;52.5232543;-1.8425793
203750;52.5159704;-1.8212025
203753;52.5136832;-1.818228
203917;52.548522;-1.8244533
203939;52.5267676;-1.8114068
203955;52.514452;-1.7981667
203961;52.51438;-1.7984295
204027;52.5836293;-1.8866357
204082;52.5629743;-1.8225333
204284;52.5583679;-1.830568
204317;52.5628387;-1.8291789
204333;52.5664272;-1.8343962
204383;52.5623281;-1.8238976
204396;52.5585165;-1.8218152
205046;52.5224519;-1.7765052
205059;52.5159007;-1.821094
205097;52.5090376;-1.83742
205108;52.5087508;-1.8434048
205110;52.5090974;-1.8471496
205126;52.5080477;-1.8515067
205127;52.5078944;-1.8515184
205168;52.4661359;-1.8973281
205170;52.4664024;-1.897122
205176;52.4675029;-1.9013251
205177;52.467444;-1.9010959
205184;52.4629108;-1.8938118
205233;52.4942838;-1.8958004
205279;52.5211003;-1.8965555
205297;52.5287802;-1.8958336
205401;52.5456498;-1.8230516
205561;52.5385175;-1.8003607
205562;52.5385158;-1.8002248
205583;52.5307148;-1.7998998
205584;52.5306835;-1.7997133
205704;52.5082568;-1.8594707
205759;52.51152;-1.8270231
205766;52.506065;-1.8315367
205848;52.5070225;-1.7958323
205862;52.5081915;-1.7945822
205869;52.5105197;-1.7969773
205889;52.5093756;-1.7877683
206353;52.4991393;-1.8595366
206367;52.5152031;-1.8682023
206426;52.5418737;-1.8854976
206488;52.5302608;-1.7915367
206494;52.528843;-1.7954628
206508;52.5228039;-1.8001042
206514;52.5228645;-1.8046813
206516;52.5222787;-1.8012479
206563;52.519602;-1.7998792
206717;52.5666869;-1.8037359
207030;52.5670761;-1.770146
207118;52.5710845;-1.8231662
207121;52.5709918;-1.8231192
207123;52.5692827;-1.8225468
207179;52.4817114;-1.8777152
207183;52.482879;-1.8795289
207184;52.4815602;-1.8781042
207206;52.4927836;-1.8878555
207212;52.4918507;-1.8878864
207234;52.4852725;-1.9002559
207237;52.4844425;-1.8986018
207242;52.4856193;-1.900218
207252;52.4734351;-1.9183117
207264;52.4740217;-1.9205332
207276;52.4781747;-1.9268068
207281;52.4835203;-1.921967
207289;52.4852111;-1.9191354
207304;52.4941598;-1.909578
207325;52.4486308;-1.9309076
207329;52.4484305;-1.9309524
207344;52.4519569;-1.9306433
207358;52.4478815;-1.925528
207493;52.4507612;-1.7251273
207546;52.4449956;-1.7079926
207568;52.4648568;-1.7113387
207720;52.5090415;-1.8712579
207740;52.5162563;-1.8642498
207745;52.5188801;-1.8567769
207748;52.5195349;-1.8515038
207754;52.522013;-1.844819
207786;52.5242067;-1.8710628
207804;52.5221142;-1.8742139
207848;52.4968928;-1.8867347
207910;52.4820145;-1.8902815
207935;52.4823656;-1.8903099
207938;52.4823658;-1.8898358
207963;52.4809421;-1.9060214
207989;52.475762;-1.9235537
208009;52.4812106;-1.9243557
208011;52.4851654;-1.9189591
208026;52.4930243;-1.9014816
208031;52.4922031;-1.8950535
208035;52.4921391;-1.8938394
208040;52.4924285;-1.8957906
208078;52.475301;-1.8955503
208087;52.4792938;-1.9029339
208971;52.5595943;-1.7864095
209173;52.5394297;-1.7972018
209174;52.5392146;-1.7970198
209678;52.5363347;-1.7853946
209782;52.4719174;-1.9272234
209791;52.4725625;-1.9187888
209816;52.4992534;-1.8958586
209851;52.5270917;-1.9066535
209877;52.5472143;-1.8848706
209909;52.5016661;-1.7977035
209939;52.4903475;-1.8155818
209961;52.4822953;-1.8091811
209976;52.4671368;-1.8101182
209978;52.4663001;-1.8108102
209979;52.4654055;-1.8118292
210012;52.4631554;-1.8329095
210068;52.4628563;-1.8598855
210106;52.4929903;-1.8702972
210115;52.4970177;-1.8718855
210116;52.4960108;-1.8712936
210139;52.5005585;-1.8800224
210187;52.5076335;-1.8643417
210270;52.4823491;-1.889634
210409;52.5879144;-1.8304065
210423;52.5876026;-1.8305868
210519;52.5710101;-1.8231275
210810;52.5911308;-1.8023646
210860;52.5502523;-1.7970804
211323;52.5509593;-1.9418335
211387;52.5652111;-1.9984074
211396;52.5683598;-2.0081509
211425;52.5797434;-2.0140308
211492;52.6287309;-2.0475409
212779;52.5289298;-1.9097617
212781;52.530521;-1.9122114
212790;52.5376036;-1.9229292
212793;52.5384657;-1.9236828
214126;52.5478142;-1.7958718
214722;52.5856865;-2.0158717
214843;52.5832514;-2.1218092
214859;52.5821229;-2.1222787
214869;52.5807868;-2.1259099
214898;52.580594;-2.131667
214929;52.5844993;-2.1345935
214967;52.5876224;-2.1324186
214980;52.5883286;-2.1233768
214998;52.5888477;-2.1324753
215022;52.5882949;-2.1226208
215108;52.5022354;-1.8557061
215109;52.5023579;-1.8556502
215217;52.5382709;-1.8244035
215240;52.5418378;-1.8357704
217449;52.4515984;-1.7686229
218232;52.5488616;-1.8599826
218449;52.4658927;-1.9843948
221032;52.5734747;-1.963133
221147;52.5808561;-1.9130145
221239;52.5400453;-1.8984732
221280;52.5288394;-1.8956901
221307;52.5222619;-1.8742949
221310;52.5225369;-1.8725264
221421;52.4752327;-1.9004582
221457;52.4720833;-1.9147648
221471;52.4683;-1.9055517
221566;52.4323034;-1.9192232
221568;52.431559;-1.9194246
221573;52.4303493;-1.9208706
221583;52.4313811;-1.9230115
221627;52.4545634;-1.9332102
221680;52.4612226;-1.9187133
221770;52.471972;-1.927653
221891;52.4821158;-1.9103941
221898;52.4822226;-1.9104015
221920;52.4871875;-1.9125891
221933;52.4913758;-1.9112993
221954;52.4951165;-1.9142172
221989;52.499215;-1.9190167
222101;52.5519515;-1.925718
222126;52.5557273;-1.9353243
222176;52.5588118;-1.9379726
222197;52.5627716;-1.9443576
222227;52.5691289;-1.953659
222248;52.5854012;-1.9646436
222329;52.5861125;-1.9836336
222340;52.5882243;-1.9851361
222364;52.58875;-1.9875774
222367;52.5884448;-1.9869638
222839;52.6357208;-1.8029119
222886;52.523956;-1.7911007
222889;52.5250828;-1.7890304
222908;52.5201252;-1.7916507
222912;52.5210197;-1.7894325
222915;52.5220244;-1.7868235
222923;52.52459;-1.7859199
222925;52.5250983;-1.7848169
222930;52.526241;-1.7826458
222940;52.5228566;-1.7848689
223325;52.5377243;-1.814694
223436;52.5365754;-1.7980231
223456;52.535425;-1.7928013
223460;52.5336606;-1.7921427
223911;52.5933817;-2.1029874
224033;52.6123455;-2.0364958
227488;52.5184947;-1.7915581
227533;52.522629;-1.7802016
227589;52.5211095;-1.8220203
227595;52.5211225;-1.8217155
227610;52.5239915;-1.8351664
227611;52.5231819;-1.8369591
227612;52.5233251;-1.8351439
228098;52.5812845;-1.7849785
228283;52.6623354;-1.9321232
228925;52.5465379;-1.8709909
228926;52.5471863;-1.8717404
228947;52.5420252;-1.8820751
229080;52.5356384;-1.8484857
229091;52.5489253;-1.8736004
229095;52.5502299;-1.8742499
229168;52.5567917;-1.8839482
229275;52.5840491;-1.9075805
229437;52.5922885;-1.8500421
230864;52.6069769;-1.9613629
230868;52.6034206;-1.9649387
230907;52.5862776;-1.9882207
230927;52.5842473;-1.9763957
230957;52.5828849;-1.9836739
230978;52.5855259;-1.9938164
230984;52.5863562;-1.9945415
231002;52.586899;-2.0023412
231017;52.5866781;-2.0103861
231022;52.5865293;-2.0109987
231126;52.5658309;-2.0037467
231128;52.5657599;-2.0039049
231133;52.566942;-2.0036294
231136;52.5670391;-2.0027499
231152;52.5670859;-2.0025892
231575;52.5706524;-1.9653705
231580;52.5726362;-1.963506
231597;52.5739162;-2.000627
231612;52.5807004;-1.9976628
231621;52.5999541;-1.9973294
231661;52.6205188;-2.0109654
231685;52.5661495;-1.7812944
231702;52.5656063;-1.7928889
231781;52.5711659;-1.7972784
231783;52.5711047;-1.7959751
231853;52.5641662;-1.8050393
232136;52.4770075;-1.8927262
232139;52.4786449;-1.8930526
232154;52.4829127;-1.89354
232160;52.4833267;-1.8957387
232161;52.4832745;-1.8959448
232168;52.4831052;-1.8976564
232172;52.4850741;-1.8985916
232195;52.4986456;-1.9190661
232243;52.468418;-1.8784116
232244;52.4723614;-1.879227
232261;52.4579966;-1.8938496
233591;52.5695004;-1.8092912
233601;52.5712954;-1.810581
233620;52.5694365;-1.8150598
233623;52.5710243;-1.8043285
233647;52.5693362;-1.8048031
233648;52.567429;-1.8067289
235676;52.5674593;-1.8269155
235682;52.5679349;-1.8285323
235866;52.5745511;-1.8244924
236375;52.545931;-1.8423043
236412;52.5445121;-1.9439821
237300;52.5760078;-1.8340485
243998;52.587271;-1.8350749
254993;52.5738867;-1.8019303
254994;52.5733981;-1.8017095
255038;52.586889;-1.8123301
255150;52.593088;-1.7986396
255166;52.5874796;-1.7875858
271965;52.5829046;-2.1254786
271980;52.5830248;-2.1259396
271984;52.5841082;-2.1253341
272096;52.5648737;-2.0697078
272162;52.5615321;-2.0627331
272186;52.5607809;-2.0491603
272546;52.5089362;-1.9554971
272568;52.507802;-1.9528032
272569;52.5074365;-1.9515082
272579;52.5046797;-1.9422138
272580;52.5044757;-1.9406381
272600;52.5149098;-1.9412711
272621;52.5132551;-1.926151
273701;52.5402685;-1.8212616
275365;52.5310201;-1.7967106
275366;52.5305612;-1.7958013
275391;52.5288566;-1.8021402
275681;52.4960653;-1.851593
275687;52.4949553;-1.8543682
275696;52.4920286;-1.8591327
275708;52.4810975;-1.8894683
275731;52.4690799;-1.8791943
275755;52.4418721;-1.941248
275758;52.4409521;-1.9387507
290642;52.5195198;-1.7431557
290854;52.5224296;-1.7263082
300503;52.5591368;-1.8614397
304651;52.3993889;-1.5475666
304677;52.4008775;-1.5139228
304683;52.3985967;-1.5165725
304685;52.3964198;-1.5170157
304726;52.3979595;-1.4964636
304796;52.4099087;-1.4868811
304799;52.4123072;-1.5120228
304872;52.4297917;-1.4857936
304873;52.4296783;-1.4856609
304879;52.4303707;-1.485299
304901;52.4353108;-1.4931484
304904;52.4354338;-1.4930947
304920;52.4361523;-1.4952853
304977;52.4496056;-1.4993463
305067;52.4168787;-1.460727
305728;52.5546218;-1.8918236
305729;52.5545049;-1.8918704
305742;52.5514947;-1.8956787
305748;52.5531174;-1.8851777
305790;52.5474091;-1.8924049
305807;52.5401311;-1.8979071
305838;52.592631;-1.8548154
305886;52.5509955;-1.8982341
322277;52.4458442;-1.7110049
322287;52.4455321;-1.7021669
324590;52.3802398;-1.7876596
324608;52.3977352;-1.8191982
324624;52.4131702;-1.8276202
324636;52.4217028;-1.8362752
324665;52.4415822;-1.8498834
324678;52.4443396;-1.8588928
324682;52.4474828;-1.8605921
324694;52.4690114;-1.8783662
324704;52.4918309;-1.8890402
328981;52.5305223;-1.7690018
328982;52.5315029;-1.7689986
328994;52.5297638;-1.7700149
329024;52.5297591;-1.7718376
329127;52.5348745;-1.7538935
329195;52.5260456;-1.7797519
332958;52.4985455;-1.886522
332970;52.513626;-1.8909001
332996;52.5242026;-1.870758
333000;52.5246467;-1.8681371
335481;52.6381566;-2.1149855
358692;52.5672592;-1.8370589
364552;52.5506199;-1.9359046
364553;52.5507549;-1.9356865
364771;52.637773;-2.1244387
364775;52.637384;-2.1255672
